source,destination,weight,long_hosp,lat_hosp,long_racf,lat_racf
524,525,1,144.9940109,-37.8168201,145.05971232567,-37.96453985
524,229,13,145.1223061,-37.9200807,145.05971232567,-37.96453985
524,80,6,145.003343742385,-37.9426807,145.05971232567,-37.96453985
524,420,21,145.0184922,-37.9613493,145.05971232567,-37.96453985
677,466,6,145.1338638,-38.1536671,145.1129579,-38.0424635
677,229,1,145.1223061,-37.9200807,145.1129579,-38.0424635
677,420,1,145.0184922,-37.9613493,145.1129579,-38.0424635
457,221,30,145.3151525,-37.9000695,145.228546646625,-37.85505445
457,471,1,145.0585637,-37.7555989,145.228546646625,-37.85505445
457,548,1,145.155273,-37.832849,145.228546646625,-37.85505445
457,782,71,145.119799,-37.813761,145.228546646625,-37.85505445
457,894,3,145.346076,-38.042334,145.228546646625,-37.85505445
457,742,3,145.220576,-37.977337,145.228546646625,-37.85505445
457,647,1,145.094301,-37.856688,145.228546646625,-37.85505445
457,441,1,145.119557,-37.814554,145.228546646625,-37.85505445
457,229,3,145.1223061,-37.9200807,145.228546646625,-37.85505445
457,661,154,145.2281658,-37.8486344,145.228546646625,-37.85505445
457,321,111,145.24932,-37.808333,145.228546646625,-37.85505445
457,391,2,145.212101,-37.93859,145.228546646625,-37.85505445
457,802,6,145.243516,-37.811248,145.228546646625,-37.85505445
457,319,2,144.9744689,-37.8076887,145.228546646625,-37.85505445
457,779,5,144.976646,-37.8086576,145.228546646625,-37.85505445
360,587,3,144.365972,-38.151299,144.346699,-38.125252
360,857,1,144.365972,-38.151299,144.346699,-38.125252
360,188,1,144.947596,-37.778987,144.346699,-38.125252
360,184,81,144.357557168236,-38.15179795,144.346699,-38.125252
552,396,95,144.9789509,-37.8448389,144.980783,-37.86354
552,492,2,145.016733,-37.8823815,144.980783,-37.86354
552,525,1,144.9940109,-37.8168201,144.980783,-37.86354
552,319,1,144.9744689,-37.8076887,144.980783,-37.86354
200,396,669,144.9789509,-37.8448389,144.983197298981,-37.85162705
200,471,1,145.0585637,-37.7555989,144.983197298981,-37.85162705
200,442,26,145.033675,-37.8619388,144.983197298981,-37.85162705
200,206,1,145.008873,-37.85412,144.983197298981,-37.85162705
200,492,177,145.016733,-37.8823815,144.983197298981,-37.85162705
200,525,8,144.9940109,-37.8168201,144.983197298981,-37.85162705
200,229,2,145.1223061,-37.9200807,144.983197298981,-37.85162705
200,80,1,145.003343742385,-37.9426807,144.983197298981,-37.85162705
200,133,1,144.956057,-37.799269,144.983197298981,-37.85162705
200,188,1,144.947596,-37.778987,144.983197298981,-37.85162705
200,420,3,145.0184922,-37.9613493,144.983197298981,-37.85162705
200,319,7,144.9744689,-37.8076887,144.983197298981,-37.85162705
200,174,1,145.039398,-37.863653,144.983197298981,-37.85162705
200,779,7,144.976646,-37.8086576,144.983197298981,-37.85162705
611,396,1,144.9789509,-37.8448389,144.963429,-37.707044
611,471,26,145.0585637,-37.7555989,144.963429,-37.707044
611,495,4,144.913418,-37.683982,144.963429,-37.707044
611,144,2,144.971707,-37.756482,144.963429,-37.707044
611,306,2,144.88738,-37.792388,144.963429,-37.707044
611,815,1,144.9515533,-37.7871148,144.963429,-37.707044
611,241,6,144.9587474,-37.7546374,144.963429,-37.707044
611,321,1,145.24932,-37.808333,144.963429,-37.707044
611,731,1,145.061589,-37.691614,144.963429,-37.707044
611,133,15,144.956057,-37.799269,144.963429,-37.707044
611,188,16,144.947596,-37.778987,144.963429,-37.707044
611,319,16,144.9744689,-37.8076887,144.963429,-37.707044
611,811,145,145.0149132,-37.6525206,144.963429,-37.707044
611,779,1,144.976646,-37.8086576,144.963429,-37.707044
541,396,33,144.9789509,-37.8448389,144.9887,-37.854294
541,442,1,145.033675,-37.8619388,144.9887,-37.854294
541,229,1,145.1223061,-37.9200807,144.9887,-37.854294
944,439,384,147.608442,-37.831219,148.464828,-37.701552
944,752,14,147.08139,-38.10892,148.464828,-37.701552
944,229,2,145.1223061,-37.9200807,148.464828,-37.701552
944,140,10,146.533757,-38.196566,148.464828,-37.701552
944,240,19,148.464488,-37.701398,148.464828,-37.701552
944,133,1,144.956057,-37.799269,148.464828,-37.701552
944,319,1,144.9744689,-37.8076887,148.464828,-37.701552
615,396,3,144.9789509,-37.8448389,145.136415,-37.752545
615,471,64,145.0585637,-37.7555989,145.136415,-37.752545
615,82,1,145.045488,-37.755479,145.136415,-37.752545
615,782,52,145.119799,-37.813761,145.136415,-37.752545
615,441,3,145.119557,-37.814554,145.136415,-37.752545
615,525,1,144.9940109,-37.8168201,145.136415,-37.752545
615,661,1,145.2281658,-37.8486344,145.136415,-37.752545
615,321,3,145.24932,-37.808333,145.136415,-37.752545
615,731,1,145.061589,-37.691614,145.136415,-37.752545
615,188,1,144.947596,-37.778987,145.136415,-37.752545
615,746,1,145.192029603238,-37.9663045,145.136415,-37.752545
615,319,2,144.9744689,-37.8076887,145.136415,-37.752545
615,811,1,145.0149132,-37.6525206,145.136415,-37.752545
615,779,1,144.976646,-37.8086576,145.136415,-37.752545
334,396,9,144.9789509,-37.8448389,145.086678950039,-37.92419055
334,782,1,145.119799,-37.813761,145.086678950039,-37.92419055
334,442,19,145.033675,-37.8619388,145.086678950039,-37.92419055
334,742,6,145.220576,-37.977337,145.086678950039,-37.92419055
334,525,1,144.9940109,-37.8168201,145.086678950039,-37.92419055
334,229,75,145.1223061,-37.9200807,145.086678950039,-37.92419055
334,740,1,145.1730469,-38.1506663,145.086678950039,-37.92419055
334,420,7,145.0184922,-37.9613493,145.086678950039,-37.92419055
334,779,2,144.976646,-37.8086576,145.086678950039,-37.92419055
718,396,2,144.9789509,-37.8448389,145.171310074073,-37.7667311
718,221,1,145.3151525,-37.9000695,145.171310074073,-37.7667311
718,471,44,145.0585637,-37.7555989,145.171310074073,-37.7667311
718,82,1,145.045488,-37.755479,145.171310074073,-37.7667311
718,782,286,145.119799,-37.813761,145.171310074073,-37.7667311
718,647,1,145.094301,-37.856688,145.171310074073,-37.7667311
718,441,21,145.119557,-37.814554,145.171310074073,-37.7667311
718,525,6,144.9940109,-37.8168201,145.171310074073,-37.7667311
718,815,1,144.9515533,-37.7871148,145.171310074073,-37.7667311
718,895,1,145.528977433993,-37.64673455,145.171310074073,-37.7667311
718,229,2,145.1223061,-37.9200807,145.171310074073,-37.7667311
718,661,22,145.2281658,-37.8486344,145.171310074073,-37.7667311
718,321,12,145.24932,-37.808333,145.171310074073,-37.7667311
718,110,5,145.194748218057,-37.81030805,145.171310074073,-37.7667311
718,802,26,145.243516,-37.811248,145.171310074073,-37.7667311
718,133,1,144.956057,-37.799269,145.171310074073,-37.7667311
718,319,10,144.9744689,-37.8076887,145.171310074073,-37.7667311
718,208,1,144.9841621,-37.8117913,145.171310074073,-37.7667311
718,997,1,144.976056240715,-37.80778615,145.171310074073,-37.7667311
718,690,2,145.162145,-37.898374,145.171310074073,-37.7667311
718,556,6,145.060913351489,-37.754818,145.171310074073,-37.7667311
478,471,1,145.0585637,-37.7555989,145.972993,-36.564311
478,637,1,146.691611278947,-36.3490283,145.972993,-36.564311
478,469,104,145.99449813503,-36.55495715,145.972993,-36.564311
478,55,10,145.405657,-36.362111,145.972993,-36.564311
478,428,1,146.086110883651,-37.0576258,145.972993,-36.564311
478,297,195,146.313804133264,-36.35411275,145.972993,-36.564311
478,160,2,144.9562153,-37.7999274,145.972993,-36.564311
923,221,1,145.3151525,-37.9000695,145.260868,-37.799673
923,782,13,145.119799,-37.813761,145.260868,-37.799673
923,661,8,145.2281658,-37.8486344,145.260868,-37.799673
923,321,73,145.24932,-37.808333,145.260868,-37.799673
923,1000,1,145.164381,-37.853991,145.260868,-37.799673
923,779,1,144.976646,-37.8086576,145.260868,-37.799673
647,396,1,144.9789509,-37.8448389,143.743934,-37.038685
647,870,4,143.832191461499,-37.54090795,143.743934,-37.038685
647,285,86,143.8476414,-37.5597424,143.743934,-37.038685
647,711,1,144.261495,-36.7624286,143.743934,-37.038685
647,145,41,144.284141,-36.749253,143.743934,-37.038685
647,782,4,145.119799,-37.813761,143.743934,-37.038685
647,742,5,145.220576,-37.977337,143.743934,-37.038685
647,229,1,145.1223061,-37.9200807,143.743934,-37.038685
647,925,327,143.7396713,-37.041100900000004,143.743934,-37.038685
647,188,1,144.947596,-37.778987,143.743934,-37.038685
647,286,23,143.846182217642,-37.55761185,143.743934,-37.038685
647,319,1,144.9744689,-37.8076887,143.743934,-37.038685
916,221,1,145.3151525,-37.9000695,145.477756,-38.07521
916,548,1,145.155273,-37.832849,145.477756,-38.07521
916,894,325,145.346076,-38.042334,145.477756,-38.07521
916,805,1,145.21691,-37.977233,145.477756,-38.07521
916,742,71,145.220576,-37.977337,145.477756,-38.07521
916,466,3,145.1338638,-38.1536671,145.477756,-38.07521
916,81,2,145.34499977697,-38.03447465,145.477756,-38.07521
916,229,19,145.1223061,-37.9200807,145.477756,-38.07521
916,661,2,145.2281658,-37.8486344,145.477756,-38.07521
916,391,7,145.212101,-37.93859,145.477756,-38.07521
916,746,1,145.192029603238,-37.9663045,145.477756,-38.07521
916,32,9,145.345522,-38.034203,145.477756,-38.07521
916,779,2,144.976646,-37.8086576,145.477756,-38.07521
916,128,1,145.927329,-38.172445,145.477756,-38.07521
799,396,1,144.9789509,-37.8448389,145.116133,-37.755854
799,471,139,145.0585637,-37.7555989,145.116133,-37.755854
799,782,99,145.119799,-37.813761,145.116133,-37.755854
799,101,1,144.984064902876,-37.811073,145.116133,-37.755854
799,525,2,144.9940109,-37.8168201,145.116133,-37.755854
799,815,1,144.9515533,-37.7871148,145.116133,-37.755854
799,321,3,145.24932,-37.808333,145.116133,-37.755854
799,759,1,145.0609462,-37.7558954,145.116133,-37.755854
799,188,2,144.947596,-37.778987,145.116133,-37.755854
799,319,4,144.9744689,-37.8076887,145.116133,-37.755854
799,811,2,145.0149132,-37.6525206,145.116133,-37.755854
775,396,1,144.9789509,-37.8448389,144.925625,-37.729078
775,471,1,145.0585637,-37.7555989,144.925625,-37.729078
775,306,1,144.88738,-37.792388,144.925625,-37.729078
775,241,4,144.9587474,-37.7546374,144.925625,-37.729078
775,500,1,144.95710847477,-37.7982862,144.925625,-37.729078
775,133,2,144.956057,-37.799269,144.925625,-37.729078
775,188,43,144.947596,-37.778987,144.925625,-37.729078
775,319,6,144.9744689,-37.8076887,144.925625,-37.729078
775,811,1,145.0149132,-37.6525206,144.925625,-37.729078
195,469,1,145.99449813503,-36.55495715,144.256404,-36.779711
195,711,14,144.261495,-36.7624286,144.256404,-36.779711
195,145,427,144.284141,-36.749253,144.256404,-36.779711
195,441,2,145.119557,-37.814554,144.256404,-36.779711
195,661,1,145.2281658,-37.8486344,144.256404,-36.779711
195,17,24,144.2633801,-36.761159,144.256404,-36.779711
195,811,2,145.0149132,-37.6525206,144.256404,-36.779711
628,396,3,144.9789509,-37.8448389,145.063526,-37.796683
628,471,41,145.0585637,-37.7555989,145.063526,-37.796683
628,782,92,145.119799,-37.813761,145.063526,-37.796683
628,442,1,145.033675,-37.8619388,145.063526,-37.796683
628,647,1,145.094301,-37.856688,145.063526,-37.796683
628,441,4,145.119557,-37.814554,145.063526,-37.796683
628,101,1,144.984064902876,-37.811073,145.063526,-37.796683
628,525,63,144.9940109,-37.8168201,145.063526,-37.796683
628,391,1,145.212101,-37.93859,145.063526,-37.796683
628,188,1,144.947596,-37.778987,145.063526,-37.796683
628,746,1,145.192029603238,-37.9663045,145.063526,-37.796683
628,348,1,145.052732378461,-37.8084292,145.063526,-37.796683
628,319,18,144.9744689,-37.8076887,145.063526,-37.796683
628,900,1,144.9494607,-37.7932412,145.063526,-37.796683
628,556,1,145.060913351489,-37.754818,145.063526,-37.796683
869,396,7,144.9789509,-37.8448389,145.181635,-38.089849
869,881,1,145.050007,-38.225153,145.181635,-38.089849
869,894,2,145.346076,-38.042334,145.181635,-38.089849
869,742,32,145.220576,-37.977337,145.181635,-38.089849
869,466,225,145.1338638,-38.1536671,145.181635,-38.089849
869,229,6,145.1223061,-37.9200807,145.181635,-38.089849
869,529,1,145.076853,-37.954662,145.181635,-38.089849
869,321,4,145.24932,-37.808333,145.181635,-38.089849
869,187,1,145.1338638,-38.1536671,145.181635,-38.089849
869,740,19,145.1730469,-38.1506663,145.181635,-38.089849
869,960,1,144.885347,-38.3614811,145.181635,-38.089849
869,420,1,145.0184922,-37.9613493,145.181635,-38.089849
869,779,1,144.976646,-37.8086576,145.181635,-38.089849
1,742,1,145.220576,-37.977337,144.988290283567,-38.3286106
1,466,70,145.1338638,-38.1536671,144.988290283567,-38.3286106
1,740,14,145.1730469,-38.1506663,144.988290283567,-38.3286106
1,960,55,144.885347,-38.3614811,144.988290283567,-38.3286106
1,946,2,145.0414,-38.223747,144.988290283567,-38.3286106
833,285,13,143.8476414,-37.5597424,142.792106,-37.062696
833,571,8,142.936307,-37.279771,142.792106,-37.062696
833,286,6,143.846182217642,-37.55761185,142.792106,-37.062696
833,657,212,142.780901,-37.058849,142.792106,-37.062696
833,540,9,142.2092377,-36.7118674,142.792106,-37.062696
694,145,91,144.284141,-36.749253,144.254028,-36.735274
689,471,18,145.0585637,-37.7555989,144.9908947,-37.7721756
689,101,1,144.984064902876,-37.811073,144.9908947,-37.7721756
689,525,12,144.9940109,-37.8168201,144.9908947,-37.7721756
689,815,2,144.9515533,-37.7871148,144.9908947,-37.7721756
689,241,2,144.9587474,-37.7546374,144.9908947,-37.7721756
